label,setting,Ti,Y,Hf,Th,U,La,Ce,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu
0,continental,3.660229399,2019,10856.00001,203.9999998,355,0.05,24.00000002,2.85,7.279999995,0.424507992,62.99999993,23.10999997,246.9999999,87.99999997,383,74.00000005,556.0000005,89.99999991
1,oceanic,10.29000001,4369.340004,7939.200007,131.76,194.52,0.05,21.84999998,6.679999993,17.95999999,7.260710475,162.9100001,52.02000002,543.2300001,200.8099999,785.0900007,145.03,1069.710001,174.0500002
1,oceanic,9.330000005,3068.73,10835.34999,263.8799998,333.9599997,0.02,60.35999999,3.42,9.579999998,3.711545298,97.48000011,33.34999998,372.0000001,142.7399999,563.1999998,103.79,756.1900002,121.7899999
0,continental,7.679999999,355.1299997,10627.27001,26.76999999,77.49000002,0.06,7.630000001,0.36,0.980000001,0.521936056,6.299999993,2.469999999,28.84,12.13,61.98000001,16.13999999,151.9300001,33.18999997
0,continental,3.000000002,369.9999999,12449,180,469.0000003,0.007,25.00000002,0.3,0.74,0.591527531,5.999999995,2.200000001,26,12,66.00000007,18,188.9999999,43.99999995
1,oceanic,10.70000001,676.3499994,9637.640004,14.54999999,39.55000002,0.01,4.750000004,0.4,1.470000001,0.533534636,13.88,5.560000005,69.47000002,27.17999998,128.85,27.45000001,233,42.43999998
0,continental,7.490000005,937.2300009,11777.90001,79.87999996,469.5600001,0.11,15.18000002,0.549999999,1.559999999,1.020674954,16.37999998,6.050000005,77.07,32.55999998,165.3300001,38.12,342.9899998,69.38999992
1,oceanic,7.172266116,351.834841,10272.88497,4.786848405,13.61822474,0.009792289,3.35977954,0.284527897,0.67912049,0.504273223,6.489872922,2.511080538,33.40060935,15.28582119,80.02726854,19.85662641,183.9852156,40.78299227
1,oceanic,15.69999999,2086.430002,9763.220009,43.47999996,75.41999999,0.04,9.83999999,4.060000004,8.960000007,2.806856128,74.72999996,23.19000002,238.7499999,88.41000009,338.9999998,64.88999998,469.32,77.08
0,continental,5.400000002,548.9999994,10725,89.99999991,260,0.007,12,0.5,1.220000001,0.835097691,10,3.4,43.00000004,18,96.99999994,25.00000002,252.0000001,57.00000004
0,continental,6.600000007,176.9999999,10961.00001,34,96.99999994,0.006,10,0.1,0.43,0.238930728,3.000000002,1,14.00000001,5.999999995,33.00000001,8,81.99999993,18
1,oceanic,25.25804328,8732.500939,9577.810894,269.1146665,203.5214902,0.096440541,59.0547505,6.354342256,18.92758377,8.515536227,184.5952094,72.42883438,840.9856261,348.1754455,1505.46874,311.9233174,2459.457063,434.312453
0,continental,9.586595898,2290.999999,14356.00001,463,601.9999996,0.1099,69.00000004,2.219999998,5.670000001,0.611245116,49,18.30999999,221.9999998,91.99999993,369.9999999,81.99999993,663.9999994,117.0000001
1,oceanic,21.70999998,1307.220001,8545.789991,143.6,182.9500001,0.02,25.78999999,1.949999998,3.49,1.090266429,31.98999999,11.89000001,132.9700001,53.43999994,232.1200001,47.30999999,374.3100002,65.72000004
1,oceanic,36.83000001,964.84,9750.430005,21.70999998,27.25999997,0.01,29.87000003,0.76,2.979999999,1.658596801,29.75,9.689999999,104.5299999,39.26999998,176.4700001,35.22000003,262.7300001,44.07000005
0,continental,4.503353623,1202.000001,10202,158,296.9999998,0.0045,26.99999999,1.170000001,3.43,0.172818828,26.99999999,11.49000001,124,47.99999996,192.0000001,43.99999995,338.9999998,57.00000004
1,oceanic,6.670000001,1409.55,11311.38001,62.09000002,141.4099999,0.02,22.05000001,1.229999999,3.580000003,0.939484902,37.72999998,13.85999999,152.9199999,59.50999996,250.4700001,46.48999998,357.8999997,57.91999997
1,oceanic,4.780000004,3513.879999,12793.62,255.5399997,500.4,0.02,51.73999995,1.959999998,7.370000002,1.84417407,85.09000007,33.77999998,391.9300004,155.88,642.9599995,126.75,952.58,158.0199998
0,continental,5.099999999,359.0000003,11253,67.00000005,239,0.009,11,0.2,0.549999999,0.437266429,5.999999995,2.200000001,29.00000001,12.99999999,74.00000005,19,195.9999998,45.00000002
0,continental,4.859999997,559.7000001,12653.86999,112.4900001,426.0900002,0.06,16.35,0.54,1.419999999,0.777104796,13.11000001,4.48,49.40000001,19.40999998,94.35999995,21.89000002,202.5400002,40.78999997
0,continental,12.47999999,1777.870001,9977.869993,144.3999999,358.3300004,0.03,31.16999998,0.940000001,2.76,2.087744227,35.37000002,13.30999999,158.9199999,65.98999994,295.5800001,62.25000003,544.6999997,100.6300001
0,continental,5.896284712,3300.000001,10327.99999,624.0000005,835.9999992,0.1259,64,4.780000004,10.46000001,0.501058615,83.99999999,31.06999998,352.9999997,133.9999999,562.0000006,109,834.0000007,137
1,oceanic,7.520000007,2459.999999,7540.000002,28.19999998,93.39999995,0.135,5.039999995,4.320000002,7.059999999,2.087744227,16.69999999,7.299999998,122.0000001,52.80000006,288.0000002,76.79999999,800.9999998,210.0000001
1,oceanic,9.540000007,3473.249997,8489.599994,122.58,189.1700001,0.08,22.96000001,4.540000001,10.71999999,3.920319708,112.5799999,36.48999997,400.1800001,151.7799998,606.5800003,114.81,830.3599996,136.6099999
0,continental,6.900000004,918.9999992,11444,1607.000001,1317.999999,0.047,105,1.699999999,4.510000001,2.64099645,31.99999998,8.500000006,87.00000008,33.00000001,144.9999999,31.99999998,279.9999998,57.00000004
1,oceanic,8.789999999,3550,6590.000006,93.60000006,212.9999998,0.753,6.090000005,6.109999997,12.80000001,4.105896984,29.19999997,12.29999999,187.9999999,80.29999995,419,112.0000001,1159.999999,287.0000002
1,oceanic,15.93000001,1592.819999,8458.280004,28.88000001,52.44,0.01,3.519999996,2.219999998,5.010000002,2.27332149,47.32999995,15.67999999,175.08,65.48000004,273.39,53.70000004,425.4300003,74.09000004
0,continental,10.70000001,442.9999998,10175.99999,52.00000004,112.0000001,0.007,16.99999999,0.4,1.179999999,0.521936056,8.999999991,3.000000002,36.00000002,16.00000001,82.99999993,21.00000001,196.9999999,43.99999995
0,continental,11.64999999,778.45,9135.700007,46.64999999,83.29999992,0.01,11.17,2.08,3.470000002,2.052948491,25.54999997,7.770000004,76.36000005,29.04,135.57,29.77000002,251.5700001,48.27999995
1,oceanic,8.880000005,2935.129998,9308.829996,95.30000008,165.8200001,0.04,17.38,3.960000001,10,2.331314387,90.40999995,30.93,344.5399997,121.3200001,528.4799996,103.03,798.3200007,131.77
0,continental,4.160000004,622.1099994,10181.08,50.67999998,194.57,0.02,8.160000005,0.4,1.379999999,1.055470693,16.90000002,5.950000004,63.78999998,27.15,129.2600001,29.33,265.4700001,55.05999999
0,continental,8.199999993,150.9999999,11095.00001,33.00000001,109,0.003,7,0.2,0.37,0.209934281,3.000000002,1,12,5.999999995,29.00000001,7,76.99999997,18
1,oceanic,7.159999995,4548.1,8809.159998,119.42,200.2999999,0.07,39.06999998,6.309999996,15.94,4.964191829,161.2999999,51.74999998,556.7399999,202.8599999,791.6800007,141.29,1002.519999,153.6000001
1,oceanic,11.29999999,3786.999999,15186.24,761.9999994,1073.999999,0.01,43.40000005,1.299999999,4.700000001,1.507815274,64,26.44000001,310.0000001,144,701.9999998,166.9999999,1509.000001,285
1,oceanic,8.37,3552.269999,8440.33,112.7100001,178.8799999,0.04,18.81000002,5.14,11.89000001,4.221882769,116.97,38.95,425.8200004,156.4499998,633.0900005,118.5299999,861.9700002,140.35
1,oceanic,12.22,3187.250002,8164.310008,561.0599995,529.2699999,0.05,65.28000004,4.48,12.27000001,4.198685612,122.9599999,39.2,405.1400002,142.9599998,544.5700004,97.34000002,677.4699994,105.6300001
1,oceanic,10.04,3079.93,8225.030006,169.7899999,303.6600002,0.04,58.97999997,3.979999999,10.12999999,3.212806393,107.7200001,35.29999997,371.6299997,134.9000001,531.1200004,96.47000011,697.8799994,108.86
0,continental,8.819999997,917.0700007,10753.19999,55.73999995,208.8400002,0.08,13.88,0.599999999,1.729999999,1.032273535,16.84999999,6.919999993,83.13999997,34.28999999,162.0400002,35.64999998,329.3000002,65.87999992
0,continental,6.42644457,2903.000001,11733.00001,325.9999999,534,0.1874,38.00000003,3.990000003,10.62000001,0.410589698,66.00000007,28.67,322.9999998,122.0000001,546.9999996,105,820.9999998,128.9999999
1,oceanic,11.18000001,1456.899999,9534.35001,54.37999997,118.7400001,0.02,16.83,1.37,3.760000001,0.962682059,38.88999999,13.92999999,158,61.04999996,271.3000001,54.61000006,429.7299996,70.93999998
1,oceanic,12.76999999,14934.33001,8056.329994,1087.920001,992.9799993,0.33,292.97,37.27000002,74.18,7.156323267,585.9200005,185.9100001,1875.950001,647.0899994,2454.069998,449.9599999,3203.760002,486.3000005
0,continental,3.597967085,1547.999999,10525.00001,168.0000001,276,0.0095,21.00000001,1.810000001,6.040000005,0.419868561,52.00000004,18.36000001,210.0000001,75.99999995,329,61,481.9999997,80
0,continental,18.09000001,1036.65,10446.26,54.93,200.6399999,0.01,12.13,0.4,1.959999998,1.020674955,18.91000001,7.649999997,90.89999995,40.93999997,170.0899999,36.22,305.0200002,55.34999997
0,continental,27.54000001,495.0799997,10191.49001,30.88999998,62.48000002,0.22,10.44000001,0.909999999,1.859999999,1.217850799,14.69000001,4.500000002,46.21999998,18.41000002,84.94999996,19.70999999,173.3099999,34.37999997
1,oceanic,33.04000003,2272.790001,8417.649998,222.17,186.7299999,0.03,20.13999999,3.059999997,7.389999993,4.210284191,70.37999992,23.96000002,253.3500002,94.14999992,389.6500004,72.31000008,548.0199995,89.16000004
0,continental,2.000000002,419,14403.00001,220.0000001,947.9999993,0.003,16.00000001,0.1,0.4,0.356076376,3.999999997,1.699999999,25.00000002,12,78.99999995,22.00000001,246.9999999,59.99999995
0,continental,5.43542279,2496,11051.99999,337.9999998,434.0000005,0.063,41.99999996,3.56,8.730000006,1.105344583,66.00000007,23.75999998,266.9999998,105,441.9999996,87.99999997,674.0000007,112.9999999
1,oceanic,5.98,1685.310001,10882.29999,92.35999995,175.8200001,0.01,29.60999997,1.549999999,4.650000001,1.70499112,46.17000005,16.99999999,188.9,75.29999997,309.31,60.69999999,452.01,74.43
0,continental,13.35000001,561.1400002,8783.370004,27.22000001,47.84,0.06,10.20000001,0.650000001,1.72,0.927886322,16.77999998,5.580000001,59.89999995,23.24000002,107.5700001,21.69,181.6499999,33.22999998
1,oceanic,10.30999999,7449.649997,10148.94,797.7500002,754.8200002,0.14,56.42000002,11,28.46999999,10.70548847,251.7100002,86.11999997,903.2000002,316.1900003,1297.72,243.6200001,1814.929998,276.4600002
1,oceanic,14.70000001,3458,9859.43999,18,31.00000001,0.01,22.59999999,1.600000001,5.800000006,2.551687393,68.00000005,26,316.0000003,133.9999999,607.9999996,128.9999999,1054,182
0,continental,4.379756401,2006.000001,10135,190,278.0000001,0.029,26,2.619999998,6.580000006,0.566010658,62.99999993,20.44999998,225.9999999,81.99999993,335.9999997,66.00000007,488,81.00000002
1,oceanic,29.23999998,15022.24,6355.08,2428.139998,2116.839998,0.11,769.3700002,30.67,77.51999999,7.237513318,655.1100003,201.5199998,1941.289998,637.65,2374.959997,421.59,2953.17,426.2399998
1,oceanic,24.2,2819.999998,7101.170006,5.999999995,12,0.01,17.39999999,1.600000001,5.099999999,2.4357016,52.00000004,21.00000001,254.0000002,102.0000001,466.0000003,96.99999994,761.9999994,127
0,continental,5.250884131,1036.999999,11437,122.0000001,213.9999998,0.037,20.00000002,0.8,2.660000002,0.235451155,27.99999998,10.64,126,47.99999996,210.0000001,41.00000003,341,59.00000005
0,continental,5.465945813,661.9999993,10765,74.00000005,150,0.0018,21.00000001,0.49,1.44,0.138023091,14.00000001,5.079999997,62.99999993,26.99999999,117.9999999,24.00000002,205,34.99999997
0,continental,7.945884757,8945.000002,9362.000004,4706.999997,4097.999999,0.0114,218.0000002,8.700000008,29.78999999,0.673877442,220.0000001,91.15,1004,371.0000003,1519,291,2305.000001,352.9999997
1,oceanic,22.19999998,1547.999999,7852.650001,19,26,0.03,6.700000005,1.600000001,3.4,2.203730018,36.00000002,12.99999999,161,64,289.0000002,59.99999995,464.0000005,87.00000008
0,continental,11.89999999,308.0000004,10168.00001,26.99999999,47.99999996,0.016,16.99999999,0.4,0.949999999,0.546293073,7,2.6,27.99999998,12,54.99999994,12.99999999,113.9999999,24.00000002
1,oceanic,6.800000005,4429.12,9673.139991,130.6800001,216.3099998,0.04,29.41999997,5.910000002,14.31000001,4.291474249,149.9799999,48.91999996,528.2100001,189.6199999,755.9599994,136.18,950.1400003,149.7700001
1,oceanic,5.989999995,1095.54,11481.14001,75.76999996,161.37,0.01,14.15999999,0.8,2.469999999,0.904689165,28.30000003,10.19,116.66,46.54000001,206.4,42.51,337.8800004,57.77000006
1,oceanic,12.71999999,9251.829997,9087.439991,627.3999995,628.3300002,0.22,126.87,17.65000001,45.34000002,19.96115451,388.79,118.28,1189.37,427.0399996,1610.29,293.6299999,2125.05,334.5199999
1,oceanic,17.29999999,2261.360001,9155.46001,72.58000002,106.1399999,0.05,10.02000001,3.680000003,7.660000006,4.094298402,77.40000006,25.27,262.5300003,93.77999991,392.56,71.65000004,530.97,86.64000008
1,oceanic,13.78000001,2096.890002,8722.679995,51.13000003,93.72999999,0.02,5.22,2.39,5.720000003,2.574884547,60.08,20.89,231.7500001,88.31000005,372.7299997,76.19999994,596.6600003,105.6300001
0,continental,7,628.0000004,9757,47.00000001,124,0.007,16.00000001,0.599999999,1.359999999,1.121582592,11,3.300000001,38.00000003,18,81.00000002,20.00000002,192.0000001,43.00000004
1,oceanic,12.66000001,8345.779995,8492.22001,1346.71,1240.67,0.14,250.5899999,8.440000007,30.55000003,8.107406753,300.4800003,104.0700001,1079.510001,360.6500004,1413.879999,244.1299999,1685.010001,239.4100002
0,continental,3.9,397.0000002,11619.00001,47.99999996,206.9999998,0.004,12,0.2,0.54,0.479021315,5.999999995,2.100000001,27.99999998,12.99999999,70,19,194.9999998,45.00000002
0,continental,4.607520668,1598,10364.99999,172,281.0000001,0.004,23,1.509999999,5.15,0.443065719,47.99999996,18.11999999,208,72.99999998,319.9999998,62.99999993,477,80
1,oceanic,11.22999999,2811.150002,8391.87001,102.0799999,165.3499999,0.11,32.42000004,3.820000001,8.740000007,3.004031971,85.70999998,28.01000001,319.2900001,122.46,489.2800003,93.08999993,687.4699999,112.3899999
0,continental,3.100000001,543.0000005,12098,164.9999999,382.0000001,0.008,22.00000001,0.5,1.489999999,0.884971581,12,4.199999996,50.99999999,22.00000001,112.0000001,27.99999998,268,58.00000006
0,continental,5.116891463,1667.000001,10831,169.0000002,302,0.237,33.00000001,3.389999998,5.650000002,0.280685613,43.99999995,16.71,194.9999998,71.99999993,297.9999999,58.00000006,446.0000003,72.99999998
0,continental,14.60000001,792.9999994,10096,75.99999995,87.99999997,0.033,24.00000002,2.500000002,4.670000005,2.13181883,26.99999999,7.800000006,80,30.00000002,133,29.00000001,252.0000001,47.99999996
1,oceanic,9.971096859,612.5557826,9597.019451,29.08006018,73.13558557,0.009850269,8.175512483,0.344756074,0.899708571,0.475294569,8.793218744,3.416666606,42.93698635,22.5040872,133.7155993,35.10934861,363.3790155,80.77300049
0,continental,8.66,1029.55,10964.12,62.63000004,215.6100002,0.01,15.58999999,0.5,1.920000001,1.067069272,20.07999998,7.859999999,98.17,40.38000004,194.04,41.64000002,381.6399998,74.51999996
