label,setting,Ti,Y,Hf,Th,U,La,Ce,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu
0,continental,3.724600772,1232,10882.00001,128.0000001,248.0000001,0.051,20.00000002,1.010000001,2.799999998,0.202975133,30.00000002,11.79999999,142.9999998,53.00000005,242,47.99999996,387,65.00000005
0,continental,4.444225992,1865.999998,10799,164.9999999,281.9999998,0.0203,25.00000002,2.059999998,6.119999998,0.360715809,56,20.36000002,225.9999999,81.99999993,347.0000002,68.00000005,508.9999996,83.99999999
1,oceanic,9.319999992,1016.26,9008.290004,60.25999995,118.58,0.05,28.01000001,1.310000001,3.19,0.800301953,27.6,10.36999999,115.6,42.34000003,182.63,37.01999996,285.8999998,45.3
1,oceanic,32.66999996,800.1599996,10173.94,28.48,42.7,0.02,49.31000005,0.71,2.219999998,1.113463588,23.05000001,7.699999997,72.61000004,34.98999996,153.7299999,32.76999997,259.5799999,41.76999997
1,oceanic,3.330000004,574.7599999,13226.71001,80.35999999,176.2800001,0.01,15.06,0.35,1.030000001,0.452344583,10.07000001,3.730000002,48.12000004,20.77000002,101.8499999,24.91000003,229.2299998,48.13000004
0,continental,3.397135197,2071.000001,10279,196.9999999,348,0.035,24.00000002,3.49,7.889999996,0.473222025,61.99999993,22.28000003,246.9999999,87.99999997,376.9999998,72.99999998,568.9999995,93.0000001
0,continental,4.238287497,1165.999999,10201.00001,195.9999998,319.9999998,0.034,20.00000002,1.470000001,3.979999999,0.288804618,41.00000003,15.72000001,181.0000001,62.99999993,295,59.99999995,458,78.99999995
0,continental,4.399999995,951.0000001,11591,291,978.0000005,0.012,36.00000002,0.4,1.419999999,1.100705151,15,5.499999994,71.00000005,33.00000001,169.9999999,43.00000004,432.0000002,96.99999994
0,continental,5.345195942,2705.999998,9791.00001,446.9999999,627.0000002,0.07,54.40000004,3.000000002,8.199999993,0.48714032,71.00000005,21.00000001,241.0000002,110,382.0000001,76.99999997,576.9999998,98.00000007
0,continental,3.615033873,361.7103659,9965.775992,32.34785673,64.92694836,0.012342934,8.448917842,0.299268353,0.851456829,0.572496306,5.734633455,2.330511525,31.7943588,12.13751616,58.36188117,14.37271401,139.6907773,28.28679689
0,continental,6.849999992,648.3100007,11693.62001,29.94,251.4700001,0.27,7.389999993,0.930000001,1.419999999,0.59152753,12.4,4.760000003,57.76000006,23.58000001,115.11,29.22000003,271.3099998,54.85000001
0,continental,10.58000001,300.6499999,9866.269996,8.319999994,25.09999997,0.01,6.450000005,0.18,0.71,0.405950267,6.510000006,2.39,27.55999999,11.24999999,53.4,11.70000001,101.39,19.85999999
1,oceanic,8.100000002,4590.000005,9909.999989,322.0000002,372.0000001,0.0637,22.69999999,2.249999999,8.479999995,2.308117229,59.4,25.9,325,146.0000001,650.0000005,147.0000001,1389.999999,348
0,continental,1.699999999,200.0000002,14897.00001,289.0000002,761.9999994,0.007,15,0.1,0.32,0.208774423,2.000000002,0.899999999,11,4.999999996,34,10,117.0000001,33.00000001
0,continental,4.092331514,1691.000002,9621.000008,164,271.0000001,0.005,24.00000002,1.64,5.449999997,0.380433393,47.00000001,17.11000002,194,71.99999993,296,59.00000005,446.0000003,74.00000005
0,continental,3.02,678.0099995,12294.51001,35.27000003,287.1199998,0.01,7.810000002,0.29,1.020000001,0.765506217,11.17,4.12,51.77,23.43999998,111.1,27.90999997,256.66,56.09
0,continental,6.357395659,460.0000003,11474.99999,34,101.0000001,0.1342,14.00000001,0.719999999,0.919999999,0.070751332,8,3.519999996,41.99999996,18,81.00000002,20.00000002,150.9999999,27.99999998
0,continental,3.27462797,1107,10784.99999,150,301.0000003,0.0027,24.00000002,1.09,3.340000001,0.146142096,29.00000001,10.47000001,120.9999999,47.99999996,200.0000002,41.99999996,322.9999998,56
0,continental,5.502448355,1177,12237,166,301.0000003,0.0052,27.99999998,1.139999999,2.989999998,0.30968206,27.99999998,10.52,120,47.00000001,215.9999999,43.99999995,346.0000002,61
0,continental,4.116822391,1106,8941.000002,107.9999999,225.9999999,0.008,22.00000001,0.870000001,2.6,0.186737123,25.00000002,9.760000007,111.0000001,43.99999995,190.9999999,36.00000002,301.0000003,54.00000002
0,continental,5.230000002,1165.14,12447.84999,69.76000001,523.0399997,0.01,17.41,0.51,2.03,1.032273535,20.50999998,7.969999993,103.91,42.26000003,211.6800001,50.37000002,466.6299995,93.83999998
1,oceanic,14.79999999,1418.67,9232.610007,191.97,247.0400002,0.04,34.47999999,1.879999999,4.560000004,0.777104796,39,13.83,150.64,58.25999996,239.5399999,48.19999997,369.8699997,62.28000001
0,continental,4.199999996,598,10843.00001,83.99999999,304.9999998,0.013,19,0.4,1.179999999,0.699394316,11,3.600000002,46.00000003,21.00000001,107.0000001,26.99999999,271.0000001,61.99999993
0,continental,8.949999993,1662.800001,11144.30001,132.7099999,358.97,0.05,28.74000001,0.930000001,3.049999998,1.751385436,37.20000001,13.91,161.9800001,64.27999999,276.1500003,55.30999994,451.8699999,82.01000002
1,oceanic,38.98999998,655.7000005,7114.210005,12.09,33.69,0.01,1.989999998,0.870000001,2.249999999,1.542611012,18.68,6.419999999,69.68,26.92999997,115.34,23.24000002,188.34,34.86999997
1,oceanic,16.35999999,6459.969998,8225.890007,168.0199999,238.07,0.14,24.80000001,15.43,34.53999998,16.53957369,274.4499999,82.81000007,837.5000006,294.2600002,1168.37,220.9200002,1651.470001,275.5699999
1,oceanic,11.5716688,1363.908648,9619.819073,30.2761313,73.1843426,0.023394074,8.517449239,0.430801638,1.56543285,0.685942748,18.40566673,8.374295065,113.5244684,52.32826422,262.7171342,60.15560528,558.2861346,111.3836137
0,continental,5.605095441,1703,9628.000009,190.9999999,304.0000003,0.018,24.00000002,2.660000002,6.719999999,0.531214921,54.00000002,19.21000001,213.9999998,74.99999993,329,66.00000007,506.9999996,85.99999995
0,continental,7.235929552,1307.000001,10649,166,268,0.029,33.00000001,1.410000001,3.760000001,0.488300177,31.99999998,11.23999999,131.9999999,53.00000005,223,47.00000001,373.9999998,66.00000007
0,continental,3.067265975,681.869968,11879.02102,169.5565456,317.9273741,0.004009666,31.07042115,0.301543314,1.120406109,0.337345964,9.140182683,4.142680232,28.52677587,24.36282496,131.7173483,32.10931665,312.5511016,61.58744139
1,oceanic,11.82000001,1297.249999,7761.01,44.66999995,87.09000009,0.02,19.44000002,2.12,5.169999999,2.319715807,41.48000003,14.75999998,155.38,55.69999998,227.7199999,42.84999997,316.5300002,49.46
0,continental,2.906785626,1378.591768,11471.01488,307.5873858,457.549718,0.027330824,44.89406097,1.182177918,2.87772263,1.076317369,26.83953523,10.48438545,119.8131392,51.84760288,260.1823614,59.99489091,543.8320718,106.8025151
0,continental,17.82999999,1788.849999,8635.549998,93.14000009,125.56,0.05,20.13999999,3.310000002,6.800000005,4.036305506,60.01000003,19.36,201.0300002,73.91999996,305.53,60.67999998,469.5299998,84.10000004
0,continental,4.945856175,1889,10236.99999,155.9999999,264.0000001,0.0265,23,1.699999999,6.029999998,0.288804618,47.00000001,18.91000001,196.9999999,76.99999997,303.0000003,62.99999993,474.0000004,74.99999993
1,oceanic,14.97999999,2177.989998,9519.000004,97.25,144.26,0.03,10.52,3.689999999,7.580000006,3.641953822,70.25999993,24.06,257.3400002,90.49999996,392.4000003,75.03999994,558.1799996,90.57999993
1,oceanic,9.279999995,3090.249999,9989.169995,124.2299999,219.3699999,0.03,10.52,4.35,12.38000001,4.407460034,108.89,36.90999998,383.9100003,139.1100001,584.8199994,114.3999999,860.7000001,148.9400002
1,oceanic,16.20000002,2803.999998,5277.810004,3.000000002,5.999999995,0.02,10.10000001,2.100000001,6.1,2.667673182,54.00000002,19,213.9999998,87.00000008,368.9999999,74.99999993,570.9999997,94.99999994
1,oceanic,11.89999999,3175.000003,14312.1,1303.999999,1133,0.01,26.99999999,0.8,3.300000001,1.275843694,49,21.00000001,278.0000001,120,572.0000003,134.9999998,995.0000006,179
0,continental,4.697016286,1536.000001,10490,219.0000001,383,0.009,27.99999998,1.600000001,4.569999999,0.427987566,36.99999999,14.27,162.0000002,65.00000005,281.0000001,58.00000006,441.9999996,75.99999995
1,oceanic,20.50999998,1545.61,8709.320004,358.7400002,283.73,0.04,32.58,2.6,4.869999998,1.391829486,43.05000002,14.85999999,164.9000001,62.89000004,269.0499998,53.15000002,415.8100003,69.85999995
0,continental,15.59999999,215,9608.999992,45.00000002,81.00000002,0.011,14.00000001,0.2,0.52,0.296923623,4.999999996,1.699999999,18,8,39,8.999999991,83.99999999,18
0,continental,11.49999999,144,10314.99999,19,34.99999997,0.001,10,0.1,0.25,0.207614565,3.000000002,1,12,4.999999996,26,5.999999995,61,12.99999999
0,continental,6.280000004,726.1800005,11233.31,43.85000003,241.3399998,0.02,11.14,0.39,1.039999999,0.73071048,11.76000001,4.77,52.44,25.20000001,114.3100001,26.61999999,239.4199997,48.06999999
0,continental,17.44999999,1812.039999,9626.789996,228.4999998,390.4199999,0.08,31.75000003,1.2,3.760000001,2.308117232,44.60000003,15.72000001,174.31,68.77999992,317.5799997,65.28000004,547.5799995,103.0999999
0,continental,17.50000001,1981.719998,8369.690006,106.8399999,136.76,0.05,22.64999998,3.42,7.480000002,4.314671409,67.78000008,21.83000001,197.3800002,77.83999995,344.0299997,68.85000006,516.5599995,87.96000006
1,oceanic,7.920000007,4026.269999,10086.66,171.3900001,258.6000003,0.05,29.65000002,5.790000004,12.92000001,3.01563055,135.27,44.25,476.2600004,175.0400001,695.1700002,126.6600001,920.8700004,145.2900001
1,oceanic,6.700000005,2325.720002,8729.810008,39.56000001,86.89999991,0.02,17.54,3.49,8.689999991,2.957637656,78.97999993,26.53,285.7899997,102.2200001,404.1699997,71.34999993,513.2499999,80.60999997
1,oceanic,13.89999999,16792.00002,14967.97,170.9999998,322.0000002,0.05,122.4000001,6.800000005,22.39999998,3.363587922,284,115.9999999,1503.000001,629.9999993,2766.999999,573.9999995,4232,693.9999993
1,oceanic,6.050000005,954.0000007,8710,37.20000001,91.3000001,0.0512,3.49,1.920000001,3.4,0.873373002,6.780000002,3.049999998,49.70000003,20.69999998,112.9999999,29.6,310.0000001,80.90000007
0,continental,4.27405282,1176.654142,11688.0644,756.7238918,810.8331369,0.020158527,68.14335594,0.717961994,2.455561468,0.989877031,21.72619649,8.196148359,90.61248586,45.38315067,225.6393246,53.2285026,501.7633393,96.36257596
0,continental,3.92934216,1526.000001,10755.00001,236,417,0.049,30.00000002,1.379999999,3.929999997,0.271406749,36.99999999,13.24,154.9999999,61.99999993,266.0000002,54.99999994,437,71.00000005
0,continental,4.799999996,800,11480,160.0000001,252.0000001,0.01,25.00000002,1.699999999,3.320000002,1.92536412,24.00000002,7.299999998,74.99999993,29.00000001,144,33.00000001,315.0000002,64
0,continental,3.854495474,1555.916613,10920.58994,315.9663949,431.333435,0.089754828,45.27683118,1.643222814,3.96772205,1.54868419,33.07064596,11.86693222,148.2485974,58.14562647,276.3509666,66.11586512,571.5193803,112.3799918
1,oceanic,15.56000001,4927.140006,6814.590006,1413.7,812.2999996,0.11,342.7399997,8.71,22.41000002,6.692380119,208.9700001,66.96,658.1900005,218.2699998,837.4899999,145.6699999,1014.350001,149.2500001
0,continental,3.673195334,1806,9651.999995,164.9999999,220.0000001,0.028,26.99999999,1.989999998,5.750000004,0.414069272,50.99999999,16.31999998,177.9999999,71.00000005,278.0000001,54.99999994,406.0000004,70
0,continental,5.995858913,1336,12648,162.0000002,310.0000001,0.0036,31.00000001,1.220000001,3.42,0.350277087,31.99999998,11.96000001,148.9999999,57.00000004,250.9999997,54.00000002,425.9999999,74.00000005
1,oceanic,55.40000003,738.0000003,9775.340007,3.000000002,4.999999996,0.01,2.6,0.5,1.400000001,0.579928952,15,5.999999995,78.00000006,29.00000001,131.0000001,31.00000001,231.0000001,41.99999996
0,continental,44.05000003,453.8199995,10273.96001,41.66000004,267.1,0.67,9.269999997,1.139999999,1.379999999,0.742309059,10.87,4.09,49.26000006,20.48999998,99.1400001,24.35000003,230.3600001,50.78000005
0,continental,4.12342224,1139.632978,10343.00337,171.9702723,249.3326931,0.036597287,25.87852183,1.253309781,2.966680862,1.251807437,21.92602717,8.283724735,155.444526,39.83023575,200.1257018,48.02331006,431.3322809,84.83673499
0,continental,3.264866442,864.9838462,11295.06207,323.880048,502.6967182,0.012281684,45.15317171,0.509764722,1.453163939,0.639377815,13.32080255,5.741446879,69.13239839,31.22078029,160.2894804,38.62751688,368.70428,72.08332297
0,continental,4.12488233,1664,10791.00001,153.0000001,276,0.082,23,1.449999999,4.469999999,0.338678508,43.99999995,16.69999999,194.9999998,70,313.0000003,61.99999993,484.0000004,80
1,oceanic,3.239999998,2680,8080.000004,21.59999999,56.09999997,0.0495,4.750000004,1.879999999,6.050000005,1.171456482,34.2,15.09999999,188.9999999,81.19999995,362.0000004,78.89999996,738.9999993,166
0,continental,4.111385312,2394,10870,334.0000001,507.9999997,0.01,32.80000002,2.900000001,6.700000005,0.475541741,65.00000005,23,256.9999998,99.00000009,424.0000004,83.99999999,645.0000005,107.0000001
0,continental,5.499999994,919.880001,10934.16001,54.42999996,312.9899999,0.01,15.74,0.39,1.26,0.962682061,15.08000002,6.179999999,75.86999999,33.31000002,164.2999998,38.79000004,354.2500001,76.17000007
0,continental,10.20000001,615.4600007,9741.529993,51.44000001,90.60000007,0.03,10.97000001,1.849999998,3.040000003,1.878969806,19.46,6.289999994,62.16999995,22.63,105.3100001,23.87999997,207.6099998,41.21999996
1,oceanic,23.6,1552,6884.729998,15,20.00000002,0.02,6.800000005,1.5,3.600000002,2.087744227,34,12.99999999,148.9999999,61,266.9999998,54.00000002,419.9999996,78.00000006
1,oceanic,11.96000001,8379.550006,8769.84,266.7000002,354.4300002,0.23,61.21999996,19.72000002,42.32999995,15.94804615,341.03,102.49,1054.909999,361.2299999,1391.170001,260.5400001,1896.26,301.0000003
0,continental,4.547842805,824.0000006,11588.00001,72.99999998,172.9999999,0.453,19,1.52,2.6,0.131063943,20.00000002,7.649999997,87.00000008,33.00000001,146.0000001,29.00000001,234.9999999,41.99999996
0,continental,5.685130956,1957.000002,10676,304.0000003,397.0000002,0.0054,47.99999996,2.059999998,6.270000002,0.760866785,47.00000001,16.62999999,200.9999998,76.99999997,337.0000001,71.99999993,583.0000003,94.00000009
1,oceanic,9.645286782,990.4607546,9585.99151,34.36890843,79.09044061,0.012247148,8.161018475,0.274980454,1.003142603,0.929237867,15.62631962,5.992245791,62.00849346,38.95772369,232.0433192,56.66422209,565.054517,116.5271914
1,oceanic,23.20000001,5078.000005,12684.12,49,69.00000004,0.11,22.69999999,3.800000003,10.5,2.551687393,128.0000001,47.99999996,558.0000001,206.9999998,856.0000006,164.9999999,1138,190.9999999
0,continental,3.463185233,2253.000001,9435.999995,173.9999999,310.0000001,0.021,26.99999999,3.150000002,8.329999992,0.474381883,67.00000005,23.46000001,259,94.00000009,373.9999998,74.99999993,552.9999996,91.99999993
1,oceanic,29.5,572.0000003,12025.93001,2.000000002,4.999999996,0.04,3.199999998,0.599999999,1.1,0.463943161,11,3.999999997,58.00000006,24.00000002,114.9999999,25.00000002,205,39.99999997
1,oceanic,8.220000009,3909.21,7514.399994,221.1100002,264.06,0.14,87.46,6.490000003,17.77000001,4.743818827,155.12,49.78999997,509.3299997,177.0199998,695.5600003,127.81,892.3399998,138.7599999
1,oceanic,5.950000004,2872.489997,11510.27,146.6199999,291.38,0.02,51.69999999,2.069999998,7.380000003,2.389307286,82.32000005,28.84,321.8900001,125.3300001,490.5599998,88.42000009,620.9399995,97.02999991
1,oceanic,11.77,1255.73,8709.960009,56.23000006,85.88000005,0.03,16.43999999,2.489999999,4.780000004,1.693392543,45.79000005,14.64000001,159.5600001,55.32999997,231.4999998,43.61999998,337.8800004,54.56000004
1,oceanic,12.20448922,1929.485512,8842.2248,32.89892377,54.5075578,0.015605104,5.866840252,1.286276769,3.971304848,1.509193402,34.88835727,15.8353717,191.2647561,78.96372057,354.6266896,75.43643827,648.1046792,121.0055322
0,continental,4.222686337,2072,10138,197.9999999,275.0000001,0.0146,25.00000002,2.449999998,7.459999992,0.512657193,59.99999995,20.87,223,81.99999993,342,71.00000005,535,85.99999995
0,continental,5.460000004,775.3800005,10613.94999,44.66000003,176.5999999,0.03,12.40999999,0.43,1.33,0.823499112,15.88999999,5.510000002,68.17,28.27999999,131.58,30.28999998,272.5900002,55.03000002
0,continental,3.722308011,1135.000001,11180.99999,91.99999993,188.9999999,0.4342,26,2.660000002,3.370000001,0.161220249,27.99999998,10.44000001,128.0000001,49,208.9999999,43.99999995,343,57.00000004
0,continental,9.099999993,264.0000001,10765.99999,47.99999996,112.0000001,0.004,10,0.3,0.599999999,0.388552398,4.999999996,1.9,23,8.999999991,47.99999996,11,110,24.00000002
1,oceanic,12.16,5722.260003,9357.639993,225.9899999,298.2100002,0.06,18.64,5.249999995,11.90999999,3.178010658,140.1200001,49.29999997,584.7399995,234.1499999,1010.98,195.7999998,1467.969999,253.6599999
0,continental,9.499999994,1672,11210.00001,1038.000001,1357.000001,0.017,125,2.000000002,4.419999996,2.928641211,38.00000003,12.5,150,59.00000005,301.0000003,70,670.0000005,137.9999999
1,oceanic,5.739999995,1416.77,10840.96,40.19999999,104.1299999,0.19,20.67999998,1.419999999,3.889999997,1.426625224,38.42000004,14.15,160.9599999,62.27000004,255.6800002,50.03000001,378.1899999,63.65
0,continental,4.397595899,2574.999998,11299.99999,319.9999998,481.9999997,0.01,27.50000001,3.300000001,8,0.556731793,74.99999993,25.00000002,290.0000001,107.0000001,467.0000005,89.99999991,699.0000004,114.9999999
1,oceanic,8.029999995,2100.859999,8570.929997,90.18000001,187.0200001,0.02,34.31999999,2.619999998,7.100000005,2.354511548,65.42000003,23.65,262.0400001,90.94000003,375.0699996,67.26,501.7899998,78.54000001
1,oceanic,6.17,2743.019999,10128.75,158.0499999,289.7299997,0.02,56.11999995,1.889999999,7.089999997,1.600603908,71.54000003,27.50999998,309.3699998,115.4300001,482.0499998,91.45999999,648.7100004,98.41000004
0,continental,5.890000003,1327.929999,12332.17,52.70999997,567.9299997,0.01,15.53000001,0.41,1.729999999,1.403428063,22.24999998,9.339999995,130.25,48.47999998,247.3999998,56.86999997,498.0599997,96.32000002
1,oceanic,21.40888434,2971.585934,9959.408936,90.97931319,123.0594487,0.095313232,26.33275594,3.187737115,6.994362533,3.168212163,63.52488741,25.24922282,264.1595366,119.5138247,554.3967696,120.1780318,1002.335643,190.7975936
0,continental,4.630279144,1889,9901.000011,155.9999999,223.9999998,0.617,31.00000001,3.990000003,7.140000004,0.532374778,49.99999996,18.44000001,201.9999998,70,304.9999998,59.99999995,466.0000003,78.00000006
1,oceanic,8.440000007,1366.380001,10629.44999,57.92999993,126.3599999,0.01,14.64000001,1.33,3.860000003,1.159857904,36.80999996,12.53,146.98,57.19000006,243.7699998,50.20999996,393.38,67.01000001
1,oceanic,9.110000001,1835.92,10050.18999,150.24,260.8400003,0.02,24.71999998,1.879999999,5.249999995,1.57740675,54.91000004,19.05999999,207.5500001,80.48999993,332.5399997,65.61999999,489.1999996,80.96999995
1,oceanic,3.35,1151.2,9841.179992,242.28,351.0099997,0.01,22.64999998,0.88,2.239999998,0.405950266,17.65000001,6.879999996,80.84999995,34.94000003,187.1899999,48.58999999,435.8699995,75.05999999
0,continental,14.71000001,1481.119999,8781.180008,68.63000002,101.2000001,0.04,17.87000002,2.85,4.980000003,2.795257551,42.35000003,14.06000001,128.9099999,59.56999999,236.1099999,46.77000001,375.4399998,67.53000004
0,continental,4.984465794,1438,13906,260.9999998,453,0.006,34,1.379999999,4.09,0.276046181,41.00000003,14.27,169.9999999,62.99999993,290.0000001,59.99999995,466.0000003,80
1,oceanic,8.84,1909.999999,7410,35.29999997,92.79999995,0.147,3.509999996,4.380000005,8.759999997,2.4357016,16.1,6.729999997,107.0000001,42.59999999,223.9999998,57.79999994,601.9999996,155.9999999
0,continental,4.22,1554.599999,14189.81999,109.7000001,706.3299993,0.01,27.38999998,0.53,2.129999998,0.869893428,26.02999999,10.83000001,132.8899999,59.13,295.5100001,69.42999996,610.7400004,115.6700001
1,oceanic,16.23000001,6610.340003,8722.730006,197.94,259.12,0.04,20.11000002,6.709999997,19.21999999,5.138170512,193.3599998,65.90000006,729.8600004,279.7499999,1173.659999,226.1900002,1810.150002,306.6099999
1,oceanic,25.07,3225.400003,8265.089999,141.6899999,189.41,0.04,11.45000001,5.15,12.33000001,5.683303736,109.6200001,36.41000001,388.8699999,142.7,592.1600003,115.91,904.0400008,159.3400001
0,continental,3.166717769,2043.000002,12615.99999,208.9999999,311,0.015,221.0000002,1.61,5.019999998,0.331719361,57.00000004,20.48999998,233.9999998,83.99999999,366.9999998,72.99999998,556.9999998,93.0000001
0,continental,7.076626852,1377.625652,8572.206748,195.700184,259.7577525,0.040467902,28.4975171,1.165517568,2.789584633,1.83543726,28.93627499,10.66956477,127.0413956,55.99795343,280.4058998,64.11868354,593.8043968,119.3799133
1,oceanic,12.68000001,2209.340002,9211.979991,111.28,167.4399999,0.02,19.12,1.64,4.77,1.241047958,50.62999995,18.10999999,219.61,89.74999995,378.4199997,76.60000006,608.3599997,106.04
1,oceanic,10.17,1408.910001,8217.729999,50.31999995,106.9900001,0.02,17.68000001,1.359999999,3.909999996,1.716589696,39.42999999,14.04000001,159.2099999,60.30999993,259.8299998,50.55999997,370.6499996,62.47000001
1,oceanic,12.38999999,3159.279999,8431.520009,514.1000002,501.5500003,0.03,62.93000004,4.809999996,12.66000001,4.256678515,118.81,39.54,413.5199998,140.2799999,528.5099999,98.42000007,720.71,109.16
0,continental,2.699999999,318,12523.00001,266.9999998,509.9999999,0.003,26.99999999,0.3,0.819999999,0.530055062,7,2.100000001,24.00000002,11,57.00000004,14.00000001,147.9999999,36.00000002
0,continental,12.07,695.4799993,9633.660006,29.91999999,51.31000004,0.01,11.33,1.010000001,2.96,1.322238009,22.59,7.010000001,72.88000001,26.56999997,117.58,23.34000002,194.2699999,35.88999997
1,oceanic,10.22,6882.689998,9045.009993,236.6400002,316.8400003,0.08,46.39000005,10.75999999,28.97999999,11.08824157,278.27,86.29,891.9800006,310.0699998,1186.389999,210.6300001,1497.099999,228.9699999
1,oceanic,25.8,2864.999998,8103.529995,27.99999998,39.99999997,0.05,4.799999996,2.100000001,5.900000005,2.667673182,78.00000006,29.00000001,349,127,560.9999997,114.9999999,875,153.0000001
0,continental,3.580000003,489.2699995,12465.91999,187.22,472.2899998,0.3,17.91999999,0.34,1.159999999,0.672717584,12.53999999,4.180000002,48.03000004,18.36999999,87.96000006,19.65000001,178.23,35.77999998
0,continental,6.538892235,2276.000001,11640.99999,432.0000002,653.9999995,0.088,67.00000005,1.690000002,4.560000004,0.481341031,46.00000003,18.23000001,228,89.00000007,396.0000001,81.00000002,670.0000005,114.9999999
0,continental,6.089725236,2134,11200.99999,302,442.9999998,0.0262,47.00000001,1.920000001,5.34,0.517296625,53.00000005,16.74999999,212.9999998,82.99999993,359.0000003,74.00000005,586.9999997,102.0000001
1,oceanic,15.69999999,2202.000002,12987.23001,50.99999999,78.99999995,0.01,16.00000001,1.600000001,4.600000003,1.043872115,50.99999999,18,221.0000002,87.00000008,413.9999999,98.00000007,721.0000005,128.9999999
1,oceanic,14.00000001,1461.100001,8140.640008,33.61999999,69.92000006,0.02,7.459999992,1.680000001,3.860000003,1.507815278,38.72000003,13.63999999,156.4700002,63.77,274.2800001,54.61000006,422.0600004,73.67999997
1,oceanic,8.180000006,2888.050001,8962.349998,230.1499999,351.5800002,0.05,72.25999996,3.739999998,9.979999993,2.760461808,100.2599999,34.37999997,365.2899997,127.49,489.5300001,89.56000002,643.4100007,97.06
0,continental,6.199999993,452.0000002,11184.99999,112.9999999,205.9999998,0.006,12.99999999,0.599999999,1.680000001,1.129701597,11,3.4,39,16.00000001,78.99999995,20.00000002,205.9999998,46.00000003
0,continental,9.67923415,5681.07049,7747.290589,1172.285211,780.176048,0.431026188,133.403579,13.78745849,26.36751295,13.21112198,164.7271665,53.70604136,621.4779693,207.7312991,931.7122831,196.9490626,1760.880812,314.6322355
0,continental,4.819999997,691.9799993,12941.04001,58.57,272.9000002,0.04,13.37999999,0.36,1.289999999,0.974280638,13.72999999,5.449999997,64.02000003,26.85999998,130.1999999,31.54,292.2899998,60.29000002
1,oceanic,8.980000007,2096.890002,10012.22,51.89000004,95.64999992,0.05,12.93,3.169999998,5.989999995,1.913765543,50.45000005,16.33000001,180.08,77.65999996,305.2300002,60.30999993,456.9600003,79.63000005
0,continental,1.8,352.9999997,15773.99998,218.0000002,884,0.007,12,0.1,0.42,0.321280639,4.999999996,1.8,25.00000002,11,68.00000005,19,198.9999998,47.00000001
0,continental,23.7,2191.600001,8228.860007,189.0900001,242.4299997,0.03,33.59999997,1.750000001,5.409999999,3.71154529,58.38999997,20.47000002,239.9599999,91.08000001,408.3500001,85.90999999,694.9900005,130.86
1,oceanic,16.28000002,2438.830002,8754.230007,39.49000002,72.04999998,0.03,4.240000004,2.69,6.33,2.308117227,67.46999998,23.49999999,266.42,103.24,443.4499998,86.53000006,665.1100007,114.83
1,oceanic,6.209999997,3598.600003,9873.280011,131.5600001,209.72,0.03,19.59999998,4.35,11.03999999,3.201207811,110.25,37.88999998,420.2400002,158.0799999,657.1499996,127.8699999,943.8999998,158.36
0,continental,10.41000001,533.3400005,8517.560009,22.58000002,92.72000001,0.22,9.060000007,1.299999999,2.569999998,1.57740675,17.02000001,5.22,50.47000003,17.93000002,71.12000001,15.28999999,104.18,20.77000002
0,continental,26.17999999,1729.269999,8298.209997,28.18000001,77.26999996,0.02,15.30000001,1.33,4.429999998,4.906198935,54.24000002,18.79,144.84,66.58000003,257.5300001,49.96999995,381.3500002,65.64999994
1,oceanic,26.75999999,11713.66,6986.410004,2429.759999,1763.160001,0.14,524.6199999,22.94000002,60.69999999,6.587992899,501.3400004,155.4700002,1524.48,496.8900005,1888.47,331.7700002,2354.439998,344.8299999
1,oceanic,26.96999997,8856.869996,11739.09999,1973.419999,2197.839999,0.36,414.6900002,55.97000001,109.1399999,7.724653637,542.0000006,158.83,1241.850001,298.2499998,950.6199997,175.8600001,1230.600001,150.6100002
0,continental,9.279999995,419.2699995,10269.73001,25.86000003,52.05000002,0.01,7.979999994,0.619999999,1.489999999,0.997477797,11.48,3.590000003,41.37000001,15.57000002,73.70000002,16.15000001,146.5300001,29.69999998
1,oceanic,23.7,2210.000002,11136.52999,10,16.99999999,0.01,10.20000001,1.2,4.300000004,1.739786858,47.99999996,18,194,91.99999993,404.9999998,94.99999994,718.9999994,131.9999999
0,continental,8.130000008,188.3600001,10638.82,15,78.04999993,0.01,0.719999999,0.08,0.36,0.092788632,3.130000003,1.289999999,16.57999999,6.670000001,36.48000003,8.450000001,79.61000001,17.24999998
0,continental,4.510000001,791.4100008,12619.69001,53.80999999,274.02,0.03,13.76999999,0.34,1.449999999,0.974280639,15.53999998,6.570000007,70.18000002,28.64000002,147.5699999,33.46999997,307.7399997,63.26999993
0,continental,4.066644035,1680.000001,11048.00001,133.9999999,241.0000002,0.2212,26.99999999,2.880000002,4.590000005,0.262127886,41.99999996,15.08000002,164,67.00000005,288.0000002,50.99999999,425,71.00000005
0,continental,6.800000005,256.9999998,10728,64,148.9999999,0.003,14.00000001,0.2,0.660000001,0.393191829,4.999999996,1.699999999,19,8.999999991,45.00000002,11,114.9999999,25.00000002
1,oceanic,12.04,1160.55,10318.10001,57.18,118.76,0.04,15.00999999,1.189999999,2.939999997,1.136660747,28.74000001,10.70000001,133.45,48.8,235.1999998,47.53999996,405.5800001,67.71000003
0,continental,5.800281883,1734.999999,11728.99999,256.9999998,380.0000003,0.003,45.90000005,1.400000001,3.999999997,0.637921848,41.00000003,14.00000001,173.9999999,70,302,62.99999993,512,85.99999995
