label,Category,Ti,Y,Hf,Th,U,La,Ce,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu
0,Continental arc,5.51,926.02,10147.12,75.67,309.48,0.03,10.33,0.59,2.07,1.42,20.33,7.88,96.42,38.33,214.81,52.81,512.92,110.39
0,Continental arc,5.85,399.29,9759.72,19.4,72.16,0.03,6.03,0.36,0.87,0.48,8.74,2.99,35.25,14.43,73.21,16.55,151.65,32.79
0,Continental arc,6.22,876.53,11841.8,99.95,322.49,0.03,21.99,0.59,2.02,0.9,18.46,7.69,82.57,30.69,140.77,30.12,253.87,47.54
0,Continental arc,6.63,389.33,11417.96,24.84,132.35,0.03,6.53,0.27,0.8,0.39,7.53,2.89,33.39,14.12,63.5,15.4,141.36,28.7
0,Continental arc,6.97,572.99,9070.78,61.84,163.97,0.03,9.75,1.58,2.41,1.75,16.69,5.26,53.6,21.1,88.29,18.4,171.31,32.98
0,Continental arc,8.6,1070.46,11205.18,106.01,479.07,0.03,9.62,1.25,4.13,1.57,35.47,11.49,113.17,39.26,172.25,36.17,324.88,61.3
0,Continental arc,8.76,1045.44,10991.65,78.63,241.18,0.03,17.87,0.48,1.65,1.11,22.44,7.79,97.35,39.79,188.54,41.33,344.81,67.86
0,Continental arc,9.72,1203.24,9739.56,84.62,203.65,0.03,13.84,1.2,3.44,1.66,29.66,10.4,121.04,48.12,228.87,50.58,425.81,84.36
0,Continental arc,9.92,1406.36,10323.08,229.92,447.52,0.03,27.27,0.96,2.92,1.73,32.98,12.01,135.98,54.97,245.57,52.74,436.72,84.04
0,Continental arc,9.98,474.01,9487.58,16.6,73.44,0.03,5.41,0.26,0.85,0.48,8.62,3.36,40.15,18.07,94.77,21.46,208.72,42.6
0,Continental arc,10.2,615.46,9741.53,51.44,90.6,0.03,10.97,1.85,3.04,1.62,19.46,6.29,62.17,22.63,105.31,23.88,207.61,41.22
0,Continental arc,10.2,406.09,8966.47,16.5,42.06,0.03,7.45,0.4,0.77,0.43,7.85,2.89,26.82,15.14,69.49,16.17,146.1,29.02
0,Continental arc,10.23,376.15,10036.05,18.3,51.26,0.03,7.52,0.32,0.97,0.54,8.14,2.69,32.88,13.99,65.95,14.72,145.82,30.31
0,Continental arc,10.42,1051.1,8548.69,59.83,133.52,0.03,10.16,1.78,3.85,1.86,29.22,9.6,104.29,41.03,187.56,40.72,351.24,67.35
0,Continental arc,11.39,311.73,7344.66,15.35,41.05,0.03,2.81,0.54,1.12,0.69,7.41,2.51,27.7,11.43,50.04,11.38,109.32,23.17
0,Continental arc,12.1,910.65,8959.8,36.83,56.21,0.03,11.67,1.89,4.49,2.17,33.54,10.11,99.07,37.7,155.83,31.17,244.56,42.65
0,Continental arc,12.48,1777.87,9977.87,144.4,358.33,0.03,31.17,0.94,2.76,1.8,35.37,13.31,158.92,65.99,295.58,62.25,544.7,100.63
0,Continental arc,12.84,1109.47,8534.91,72.11,114.06,0.03,15.53,2.01,4.86,2.44,39.1,12.77,148.49,48.97,226.46,47.99,397.72,74.89
0,Continental arc,12.96,656.89,8389.34,26.71,95.7,0.03,7.5,0.49,1.51,0.68,12.41,4.5,51.9,25.33,127.3,29.63,275.92,55.01
0,Continental arc,13.15,1018.22,9492.67,57.16,87.64,0.03,15.04,2.67,4.66,2.16,36.17,11.18,117.11,41.38,178.31,36.36,285.14,53.36
0,Continental arc,13.85,1499.62,9003.12,65.07,115.47,0.03,15.22,2.5,5.87,2.45,47.41,15.79,164.58,63.63,263.33,50.65,408.76,73.87
0,Continental arc,14.3,1191.94,8018.68,54.77,98.04,0.03,13.02,2.59,5.38,2.67,39.34,13.12,140.76,48.95,220.26,47.68,388.65,70.71
0,Continental arc,15.97,1186.67,8818.23,49.74,72.87,0.03,14.43,2.25,5.34,2.47,41.87,12.91,135.41,48.65,197.44,38.82,307.52,54.54
0,Continental arc,17.41,1196.5,8774.79,49.14,73.13,0.03,14.63,2.51,5.19,2.54,43.03,12.89,127.95,47.74,202.21,40.77,309.27,56.74
0,Continental arc,17.78,782.75,8803.73,33.16,78.96,0.03,14.02,0.77,1.77,0.97,17.49,5.79,69.86,29.35,137.61,30.39,261.2,48.97
0,Continental arc,21.48,1652.75,8958.81,89.68,157.41,0.03,24.7,1.49,3.44,1.74,31.26,12.29,151.81,64.25,301.05,61.62,504.53,92.66
0,Continental arc,23.7,2191.6,8228.86,189.09,242.43,0.03,33.6,1.75,5.41,3.2,58.39,20.47,239.96,91.08,408.35,85.91,694.99,130.86
0,Continental arc,3.54,797.22,11448,134,335,0.03,26.93,0.35,1,0.33,11.02,4.59,60.18,29.07,156.13,38.8,364.94,76.52
0,Continental arc,2.77,1378,10464,272,366,0.029,39.67,1.25,3.57,1.23,27.66,9.86,133.54,49.92,234.09,52.76,505.82,97.7
0,Continental arc,3.4,682,12973,215,626,0.029,25,0.5,1.61,0.922,14,4.8,57,26,133,33,332,74
0,Continental arc,9.9,637,9630,75,135,0.029,10,1.6,2.55,1.398,18,5.4,58,23,113,26,247,52
0,Continental arc,11.1,738,10568,92,113,0.028,20,2.4,4.3,1.768,23,7.2,77,28,132,29,263,51
0,Continental arc,2.84,726.49,10197,104,183,0.028,21.4,0.56,1.34,0.63,13.65,4.87,66.96,25.61,124.82,30.48,281.33,55.02
0,Continental arc,2.91,1378.59,11471,308,458,0.027,44.89,1.18,2.88,0.93,26.84,10.48,119.81,51.85,260.18,59.99,543.83,106.8
0,Continental arc,4.4,268,11413,45,159,0.027,9,0.1,0.44,0.325,4,1.5,20,9,49,13,140,33
0,Continental arc,4.04,266.34,10264,32,67,0.025,8.88,0.12,0.53,0.38,4.66,1.87,26.14,9.61,53.64,13.51,138.13,29.13
0,Continental arc,8.75,2980.43,9135,3497,2127,0.025,170.38,2.78,7.38,2.95,70,23.37,303.39,111.31,519.85,119.34,1104.03,217.11
0,Continental arc,3.48,987.89,9883,340,489,0.025,43.06,0.46,1.23,0.57,14.1,5.74,84.8,33.81,167.94,41.16,390.94,78.71
0,Continental arc,9.5,277,10539,33,62,0.025,14,0.7,1.21,0.557,9,2.6,29,11,55,13,117,24
0,Continental arc,13.1,455,9566,52,63,0.024,18,1.3,2.31,0.908,14,4.2,43,17,81,18,165,32
0,Continental arc,4.9,1577.35,9361,176,254,0.024,28.52,1.79,3.78,1.26,33.17,12.05,154.58,55.84,274.86,59.72,545.58,103.36
0,Continental arc,4.08,1124.68,10843,202,403,0.022,40.37,0.46,1.62,0.49,14.04,5.94,86.8,39.31,199.81,50.26,480.38,99.32
0,Continental arc,4.7,421,10773,61,206,0.022,11,0.2,0.56,0.411,7,2.6,32,15,81,22,216,51
0,Continental arc,2.47,806.87,11889,157,345,0.021,28.95,0.22,0.93,0.4,10.47,4.56,64.58,29.99,150.69,37.86,373.99,75.43
0,Continental arc,4.63,928.54,9436,162,311,0.021,23.33,0.32,1.33,0.55,13.96,5.14,72.1,32.95,182.42,46.28,448.79,99.63
0,Continental arc,3.9,492.07,10280,152,204,0.02,18.55,0.39,0.96,0.41,10.33,3.54,57.87,19.88,92.52,23.12,217.47,48.09
0,Continental arc,4.27,1176.65,11688,757,811,0.02,68.14,0.72,2.46,0.85,21.73,8.2,90.61,45.38,225.64,53.23,501.76,96.36
0,Continental arc,4.28,1463.51,10846,318,546,0.02,60.37,0.58,1.99,0.69,20.96,8.56,94.61,53.03,277.13,67.61,660.97,130.41
0,Continental arc,2.4,711.2,11849.55,42.86,222.42,0.02,9.35,0.28,1.23,0.67,13.27,4.75,58.48,24.43,114.1,26.75,246.38,50.83
0,Continental arc,2.43,239.35,12860.13,13.94,111.77,0.02,3.6,0.08,0.42,0.24,4.13,1.6,23.18,8.59,45,11.57,113.62,25.52
0,Continental arc,2.57,320.86,12442.91,16,129.85,0.02,4.74,0.15,0.47,0.22,5.32,2.09,22.14,11.14,51.05,11.95,110.78,23.97
0,Continental arc,2.84,3011.96,17174.31,99.24,2798.26,0.02,19.21,0.37,2.17,0.57,35.62,18.67,241.55,112.19,541.93,132.03,1202.04,217.99
0,Continental arc,3.39,170.28,11951.16,12.51,63.83,0.02,4.53,0.05,0.36,0.15,2.72,1.21,13.91,6.54,31.14,7.04,65.08,14.17
0,Continental arc,3.69,647.61,11270.64,25.29,96.48,0.02,7.87,0.66,1.72,1.5,15.29,4.71,54.67,22.23,93.92,21.51,181.65,36.63
0,Continental arc,3.69,1121.59,12889.51,72.43,386.73,0.02,16.53,0.74,2.48,1.21,25.51,8.96,100.71,40.75,191.14,42.82,388.47,76.89
0,Continental arc,3.89,870.76,10794.27,56.27,331.63,0.02,10.79,0.36,1.35,0.91,16.66,6.02,63.21,29.65,154.95,37.97,361.4,74.11
0,Continental arc,4.16,622.11,10181.08,50.68,194.57,0.02,8.16,0.4,1.38,0.91,16.9,5.95,63.79,27.15,129.26,29.33,265.47,55.06
0,Continental arc,4.28,745.55,10838.38,37.38,273.72,0.02,9.72,0.32,1.07,0.7,12.2,4.86,60.66,27.09,140.47,33.26,309.15,67.34
0,Continental arc,4.32,506.1,10068.33,39.63,117.27,0.02,7.12,0.81,1.97,0.87,16.6,5.51,58.95,22.35,105,22.24,208.93,41.44
0,Continental arc,4.37,343.55,10550.73,14.49,69.14,0.02,4.43,0.22,0.68,0.33,6.43,2.49,30.54,12.32,65.33,14.55,141.07,30.41
0,Continental arc,4.43,915.29,11903.86,64.18,338.26,0.02,15.83,0.48,1.69,0.9,17.39,6.63,69.31,33.09,158.88,36.32,318.32,66.56
0,Continental arc,4.52,1490.35,11688.79,101.19,253.85,0.02,19.71,2.16,6.06,2.41,50.43,15.66,119.91,58.86,227.36,45.3,358.66,67.34
0,Continental arc,4.71,836.15,12713.29,62.04,399.92,0.02,15.42,0.32,1.2,0.71,14.28,6.01,72.34,30.81,156.31,37.06,337.06,68.62
0,Continental arc,4.74,718.3,10826.43,39.99,226.83,0.02,11.72,0.32,1.14,0.66,11.83,4.33,56.56,24.84,125.28,28.63,277,58.55
0,Continental arc,4.96,870.77,10470.44,46.85,302.91,0.02,9.31,0.61,1.56,0.95,15.01,6.01,71.33,30.35,151.37,36.36,343.2,70.44
0,Continental arc,5.12,1467.51,12623.84,98.06,408.78,0.02,23.42,0.62,2.52,0.87,29.77,11.33,139.19,60.16,262.36,57.13,495.02,87.43
0,Continental arc,5.16,753.75,11375.44,34.34,283.56,0.02,11.29,0.27,1.21,0.72,12.24,4.87,51.74,25.79,130.02,31.89,297.86,64.59
0,Continental arc,5.66,1064.25,9543.31,114.44,322.01,0.02,13.08,1.23,3.23,1.78,32.01,11.63,131.28,49.08,252.57,55.45,506.04,96.93
0,Continental arc,5.72,1005.54,11281.89,51.52,201.12,0.02,16.62,0.41,1.93,0.84,22.76,8.5,90.7,38.95,172.03,36.09,295.36,55.31
0,Continental arc,5.87,1263.25,12036.52,91.72,589.3,0.02,24.18,0.51,1.77,0.97,19.98,8.1,99.24,44.76,208.94,48.49,457.82,95.53
0,Continental arc,6.14,820.17,12301.36,150.58,768.82,0.02,18.26,0.54,1.71,0.95,17.22,6.27,74.23,29.57,147.24,32.39,310.5,62.23
0,Continental arc,6.28,726.18,11233.31,43.85,241.34,0.02,11.14,0.39,1.04,0.63,11.76,4.77,52.44,25.2,114.31,26.62,239.42,48.07
0,Continental arc,6.71,1029.8,11171.74,67.08,180.87,0.02,11.49,1.3,3.9,1.33,35.13,11.38,111.64,40.5,173.21,34.85,285.89,54.02
0,Continental arc,7.27,680.34,10329.12,67.31,235.16,0.02,14.49,0.52,1.24,0.73,14.45,5.24,60.14,24.89,117.06,26.79,248.86,49.62
0,Continental arc,7.35,981.2,7710.87,526.71,957.06,0.02,19.56,0.96,1.94,1.65,19.15,7.07,68.78,38.73,208.37,50.96,497.38,109.56
0,Continental arc,7.38,950.49,10399.13,64.95,242.55,0.02,15.96,0.57,1.46,1,18.44,7.42,88.62,36.02,172.59,38.41,335.83,66.75
0,Continental arc,7.71,1369.39,10755.27,67.99,249.31,0.02,19.32,0.69,2.41,1.11,31.28,10.8,115.26,54.05,229.82,46.83,380.31,71.7
0,Continental arc,8.02,779.6,10646.96,57.58,176.99,0.02,13.12,0.65,1.5,0.81,16.11,6.29,70.55,29.64,133.35,30.5,269.48,55.15
0,Continental arc,8.63,974.54,10471.01,104.71,180.28,0.02,16.45,2.45,3.9,2.22,28.46,8.71,88.07,35.33,166.82,37.78,345.09,69.3
0,Continental arc,8.66,428.64,9858.15,26.98,65.6,0.02,8.16,0.48,1.15,0.64,9.99,3.41,39.81,15.65,75.96,18.08,170.04,34.75
0,Continental arc,9.09,1185.97,10646.55,113.21,336.7,0.02,18.92,0.58,2.29,1.01,28.5,10.24,121.58,48.13,220.72,45.82,376.74,71.09
0,Continental arc,9.27,1657.11,10904.4,155.06,516.2,0.02,28.15,0.64,2.42,1.74,32.53,12.41,147.5,59.64,286.03,61.94,557.05,110.13
0,Continental arc,9.44,599.09,9772.07,47.49,86.79,0.02,10.37,1.48,2.85,1.47,18.23,5.36,55.29,21.79,97.54,22.37,194.05,39.83
0,Continental arc,9.86,683.52,12221.85,58.55,117.27,0.02,12.07,1.39,2.94,1.38,21.36,5.99,71.08,26.75,132.11,30.2,283.86,51.33
0,Continental arc,11.3,823.45,9295.69,32.41,66.63,0.02,10.71,1.39,3.37,1.25,25.73,8.15,87.96,34.05,143.82,29.41,237.06,42.19
0,Continental arc,11.35,559.91,8482.29,18.49,38.17,0.02,9.83,0.44,1.41,0.56,11.92,3.91,42.18,21.04,82.17,17.33,144.5,28.23
0,Continental arc,12,1004.23,9207.15,83.34,136.2,0.02,15.51,2.76,4.31,2.1,30.59,9.44,93.94,37.71,176.66,38.85,333.95,64.74
0,Continental arc,13.2,2024.88,10505.95,180.29,487.27,0.02,35.97,1.14,3.82,2.19,44.33,16.72,188.73,76.34,332.87,71.07,590.14,112.57
0,Continental arc,15.4,855.91,8426.64,36.86,64.35,0.02,12.92,0.91,2.45,1.24,24.58,8.25,87,35.93,152.88,32.52,252.57,47.59
0,Continental arc,15.55,2275.27,10730.3,232.66,667.92,0.02,38.18,1.06,3.6,2.59,51.85,18.75,217.72,88.27,399.58,83.65,717.66,137.78
0,Continental arc,15.61,1155.26,8802.43,51.08,83.24,0.02,16.27,1.83,4.55,2.18,39.41,12.25,132.98,47.26,203.87,41.03,327.99,58.85
0,Continental arc,16.33,1326.49,8611,75.79,105.01,0.02,15.93,2.24,4.97,2.58,40.52,14.12,121.72,56.93,233.91,47.67,378.36,66.78
0,Continental arc,24.14,2874.06,8701.05,455.65,490.83,0.02,53.17,3.56,12.73,9.77,112.71,33.01,320.71,112.68,469.74,93.72,785.79,146.1
0,Continental arc,25.21,913.93,10246.81,59.08,98.24,0.02,8.13,1,3.05,0.68,28.95,9.26,98.67,35.06,155.47,29.18,230.74,39.07
0,Continental arc,26.18,1729.27,8298.21,28.18,77.27,0.02,15.3,1.33,4.43,4.23,54.24,18.79,144.84,66.58,257.53,49.97,381.35,65.65
0,Continental arc,5,394,13372,47,573,0.02,1,0.3,1.36,0.13,15,5.6,54,17,67,12,103,18
0,Continental arc,11.2,403,9939,29,70,0.02,11,0.2,0.94,0.4,8,2.8,35,15,72,17,149,31
0,Continental arc,2.86,564.37,12097,101,237,0.02,24.12,0.21,0.57,0.23,7.68,3.26,42.16,19.97,110.88,26.98,256.53,52.03
0,Continental arc,3.7,1003.75,11104,314,511,0.019,46.28,0.57,1.69,0.51,14.86,6.58,66.46,37.68,189.8,46.54,436,88.34
0,Continental arc,3.21,1001.56,11299,207,414,0.019,32.02,0.57,1.29,0.48,14.51,6.09,77.21,36.01,196.27,48.48,469.23,96.66
0,Continental arc,7.22,256.29,9837,38,101,0.019,7.36,0.15,0.34,0.19,4.84,1.49,20.15,9.33,47.63,11.74,113.69,23.74
0,Continental arc,4.6,624,10887,132,438,0.019,21,0.5,1.55,0.954,13,4.1,49,22,112,27,273,62
0,Continental arc,8.5,749,10398,175,273,0.019,16,1.9,3.2,1.742,21,6.5,70,28,136,33,315,66
0,Continental arc,11.6,597,9834,55,64,0.019,21,1.6,3.82,1.666,23,6.4,65,24,97,21,179,35
0,Continental arc,2.95,1178.77,11399,209,367,0.019,32.11,0.89,2.09,0.72,20.73,7.71,95.27,42.74,215.3,50.81,478.88,97.08
0,Continental arc,3.81,781.53,11530,154,326,0.019,24.58,0.38,1,0.42,11.89,4.59,62.99,29.9,161.53,40.31,373.09,80.31
0,Continental arc,3.82,1536.41,10970,441,572,0.018,41.49,2.05,4.6,1.41,37.71,12.8,146.45,62.85,314.5,73.08,668.06,132.41
0,Continental arc,4.1,419,11364,61,181,0.018,11,0.1,0.61,0.393,7,2.4,32,15,77,20,196,45
0,Continental arc,5.1,430,11352,84,316,0.018,13,0.2,0.61,0.31,6,2.5,32,15,85,22,232,54
0,Continental arc,5.17,1682.67,11122,1498,1204,0.018,86.62,0.85,3.03,1.17,30.62,12.34,158.12,58.07,301.39,69.58,660.99,127.02
0,Continental arc,5.11,1191.18,11414,190,246,0.017,29.78,1.66,3.81,1.29,26.63,9.9,133.27,47.52,231.45,52.31,487.51,95.74
0,Continental arc,3.87,1379.97,12347,361,424,0.017,56.44,1.63,3.69,1.33,30.39,11.63,136.2,54.69,274.85,63.39,591.74,109.71
0,Continental arc,2.84,777.49,11099,164,250,0.017,25.45,0.34,1.11,0.49,12.97,5.02,68.35,26.72,143.34,34.94,316.93,63.31
0,Continental arc,5.56,1841.66,8308,230,268,0.017,40.91,1.83,4,2.15,32.36,11.57,164.7,57.94,265.45,66.41,628.45,126.13
0,Continental arc,3.86,1091.88,10322,205,318,0.017,39.45,0.73,2.05,1.07,20.57,7.55,93.31,41.73,202.97,47.5,455.54,86.36
0,Continental arc,7.5,1860,12350,3055,4175,0.017,102,1.3,4.56,2.904,44,14.9,173,70,340,78,761,152
0,Continental arc,9.5,1672,11210,1038,1357,0.017,125,2,4.42,2.525,38,12.5,150,59,301,70,670,138
0,Continental arc,3.35,885.54,10911,90,205,0.017,14.51,0.19,1,0.33,11.49,5.53,97.31,34.29,184.31,46.04,425.38,85.84
0,Continental arc,3.18,1665.17,10628,382,458,0.016,52.72,1.49,4.14,1.31,32.41,12.06,153.48,61.23,292.89,67.81,605.36,116.14
0,Continental arc,6.2,929,10691,196,356,0.016,30,0.7,1.83,1.034,18,6.2,75,33,168,43,407,88
0,Continental arc,10.7,433,9666,55,56,0.016,16,1.3,2.71,1.508,15,4.3,43,16,74,17,148,30
0,Continental arc,11.4,1067,10332,112,167,0.016,12,1.3,3.17,0.46,26,8.6,100,40,193,42,358,67
0,Continental arc,11.9,308,10168,27,48,0.016,17,0.4,0.95,0.471,7,2.6,28,12,55,13,114,24
0,Continental arc,13,420,9998,40,74,0.016,18,0.5,1.26,0.579,11,3.6,40,15,77,18,165,33
0,Continental arc,13.4,540,8590,33,68,0.015,8,1.1,1.85,0.982,12,3.8,43,18,86,20,194,42
0,Continental arc,6.67,3687.34,12613,96,302,0.015,10.42,0.62,2.97,0.61,40.77,20.46,286.86,136.31,678.96,157.1,1362.6,245.07
0,Continental arc,2.5,1349,12650,405,1329,0.014,32,1.3,2.98,1.765,24,8,97,43,225,59,620,146
0,Continental arc,4,333,10712,42,174,0.014,8,0.2,0.73,0.469,6,2.1,26,12,65,17,180,43
0,Continental arc,4.3,448,10969,32,96,0.014,12,0.3,1.13,0.524,9,3.2,37,15,79,19,172,36
0,Continental arc,12.6,321,9962,35,54,0.014,18,0.4,1.19,0.52,9,2.9,30,12,54,13,113,23
0,Continental arc,2.47,514.86,10534,74,168,0.013,22.56,0.12,0.67,0.24,5.89,2.31,41.88,16.91,90.04,22.66,222.26,45.73
0,Continental arc,3.8,280,11913,32,102,0.013,13,0.2,0.55,0.302,5,1.8,20,9,48,13,126,28
0,Continental arc,4.2,598,10843,84,305,0.013,19,0.4,1.18,0.603,11,3.6,46,21,107,27,271,62
0,Continental arc,5.1,545,10801,111,218,0.013,19,0.7,1.89,0.901,13,4.1,46,20,102,25,234,50
0,Continental arc,6.9,309,11022,48,94,0.013,11,0.5,1.08,0.493,6,2.2,24,10,50,12,113,23
0,Continental arc,7.8,954,10455,189,397,0.013,18,1.6,3.21,1.857,21,7.1,78,32,159,37,371,81
0,Continental arc,12.2,688,10621,39,56,0.013,22,1.2,2.69,1.132,17,5.5,55,21,92,20,172,33
0,Continental arc,31.3,1268,10869,534,697,0.013,27,3.8,13.4,5.836,118,28.3,218,56,190,31,221,34
0,Continental arc,3.16,704.26,10686,219,365,0.013,34.54,0.29,1.06,0.43,11.35,4.51,63.75,25.6,128.2,29.86,298.97,60.05
0,Continental arc,2.41,281.98,11717,44,120,0.012,12.91,0.08,0.46,0.16,3.02,1.59,17.12,9.77,53.14,14.36,139.43,30.03
0,Continental arc,3.62,361.71,9966,32,65,0.012,8.45,0.3,0.85,0.49,5.73,2.33,31.79,12.14,58.36,14.37,139.69,28.29
0,Continental arc,3.26,864.98,11295,324,503,0.012,45.15,0.51,1.45,0.55,13.32,5.74,69.13,31.22,160.29,38.63,368.7,72.08
0,Continental arc,3.2,801.64,11039,149,314,0.012,31.27,0.3,1.07,0.33,10.08,4.71,55.99,27.37,154.71,38.7,377.41,79.52
0,Continental arc,2.77,858.26,10568,149,342,0.012,21.56,0.35,1.2,0.43,12.42,4.86,80.27,30.24,165.26,39.44,411.67,82.74
0,Continental arc,2.7,411,13675,117,534,0.012,16,0.2,0.58,0.317,4,1.6,23,12,72,21,244,63
0,Continental arc,4.4,951,11591,291,978,0.012,36,0.4,1.42,0.949,15,5.5,71,33,170,43,432,97
0,Continental arc,5.5,232,11633,107,269,0.012,24,0.3,0.72,0.424,5,1.5,18,8,42,11,118,26
0,Continental arc,6.7,169,11804,51,208,0.012,9,0.2,0.38,0.173,3,1.1,13,6,32,9,86,20
0,Continental arc,10.8,330,8480,48,85,0.012,6,1.2,1.93,1.253,12,3.4,35,14,66,16,154,33
0,Continental arc,11.1,760,10381,122,186,0.012,18,0.7,1.91,1.104,16,5.7,68,27,138,31,299,61
0,Continental arc,12.8,302,10329,20,42,0.012,14,0.4,0.89,0.41,7,2.3,27,11,52,12,110,23
0,Continental arc,2.82,1352.23,10940,363,468,0.012,48.06,0.97,3.09,0.96,30.84,11.25,105.97,54.34,261.76,60.34,543.67,103.09
0,Continental arc,4.53,1629.46,10343,390,610,0.011,63.56,0.87,2.19,0.9,24.26,10.35,131.01,59.87,317.91,76.27,708.69,138.74
0,Continental arc,4.4,249,11437,33,127,0.011,9,0.1,0.36,0.288,4,1.4,19,9,46,13,134,31
0,Continental arc,4.8,277,10795,49,136,0.011,11,0.2,0.53,0.353,5,1.7,21,10,50,12,131,30
0,Continental arc,4.9,672,11760,135,411,0.011,15,0.7,1.36,0.896,11,4.6,58,24,139,36,366,82
0,Continental arc,12.6,2200,25970,302,517,0.011,6,0.6,3.39,0.949,37,11.8,181,88,444,105,957,201
0,Continental arc,13.1,285,8871,28,66,0.011,6,0.3,0.71,0.405,6,2.1,25,11,53,13,131,29
0,Continental arc,15.6,215,9609,45,81,0.011,14,0.2,0.52,0.256,5,1.7,18,8,39,9,84,18
0,Continental arc,1.98,129.19,13007.91,13.89,147.39,0.01,2.24,0.02,0.11,0.12,1.8,0.69,10.19,4.39,25.6,6.07,64.21,13.41
0,Continental arc,2.02,618.25,15113.45,39.74,298.37,0.01,6.9,0.27,0.9,0.61,11.06,4.3,53.93,23.41,118.69,28.37,281.95,57.18
0,Continental arc,2.37,643.42,13509.55,61.72,647.79,0.01,5.48,0.12,0.9,0.37,11.46,4.97,63.83,22.93,112.39,24.18,212.29,40.92
0,Continental arc,2.54,947.45,13037.64,29.04,462.21,0.01,5.11,0.17,0.94,0.54,13.15,6.24,78.83,34.05,165.41,39.63,351.69,67.15
0,Continental arc,2.89,209.58,11673.03,25.52,121.79,0.01,5.27,0.11,0.33,0.25,4.09,1.65,17.11,7.48,37.03,8.86,87.01,17.93
0,Continental arc,3.02,678.01,12294.51,35.27,287.12,0.01,7.81,0.29,1.02,0.66,11.17,4.12,51.77,23.44,111.1,27.91,256.66,56.09
0,Continental arc,3.03,700.06,12207.67,45.02,265.76,0.01,10.35,0.43,1.16,0.62,12.7,4.65,49.32,24.65,118.89,26.86,268.48,56.74
0,Continental arc,3.04,581.24,9971.73,32.2,177.95,0.01,9.75,0.25,1.01,0.41,7.94,3.33,36.92,13.88,87.17,21.19,206.09,45.52
0,Continental arc,3.07,676.47,12542.34,66.93,494.85,0.01,11.2,0.29,1.18,0.57,11.5,5.03,49.95,24.19,115.49,27.89,245.29,47.55
0,Continental arc,3.29,621.52,11510.59,34.92,248.75,0.01,7.44,0.29,0.89,0.54,9.93,4.04,48.88,22.44,111.69,26.46,269.31,56.91
0,Continental arc,3.42,394.88,12944.35,148.17,787.06,0.01,7.91,0.13,0.61,0.23,6.75,2.65,28.46,13.41,74.88,19.2,184.57,40.92
0,Continental arc,3.66,675.59,10975.83,30.14,174.13,0.01,6.95,0.35,1.13,0.72,11.99,5.05,50.15,24.64,107.15,25.38,217.54,45.98
0,Continental arc,3.69,773.12,11714.74,129.07,694.68,0.01,14.53,0.35,1.39,0.7,14.96,5.79,70.89,28.71,122.44,27.89,247.63,48.02
0,Continental arc,3.72,565.99,12251.52,35.51,226.58,0.01,9.46,0.31,1.03,0.6,10.36,3.85,47.2,20.27,105.68,26.5,258.19,53.66
0,Continental arc,3.8,551.94,9598.3,28.39,123.23,0.01,8.79,0.33,0.93,0.48,10.01,4.08,47.22,20.08,102.97,24.23,215.08,46.09
0,Continental arc,3.81,404.56,11510.72,45.87,174.51,0.01,7.93,0.21,0.77,0.58,7.62,3,33.28,13.77,60.44,13.7,126.56,25.75
0,Continental arc,3.83,480.58,10470.18,21.75,128.75,0.01,5.51,0.23,0.71,0.54,10.04,3.78,44.36,16.56,88.96,21.57,210.02,43.48
0,Continental arc,3.97,686.17,12377.02,74.79,256.95,0.01,13.71,0.35,1.41,0.51,17.59,6.06,67.67,26.95,118.05,24.56,197.53,37.11
0,Continental arc,3.98,680.4,12205.84,69.9,243.07,0.01,10.46,0.25,1.18,0.5,14.87,5.7,63.76,26.03,121.35,25.27,207.34,38.76
0,Continental arc,3.99,563.41,11832.93,156.51,483.07,0.01,15.88,0.34,1.36,0.71,12.85,4.15,48.78,21.03,94.5,20.82,195.82,40.01
0,Continental arc,4.11,795.42,11252.81,40.69,226.61,0.01,10.06,0.42,1.36,0.69,15.9,6.05,71.51,28.8,132.9,31.79,270.01,54.91
0,Continental arc,4.14,512.25,12771.14,27.81,163.11,0.01,8.02,0.29,0.93,0.43,9.64,3.88,46.57,18.35,90.39,21.15,196.83,39.51
0,Continental arc,4.22,452.4,11752.57,101.5,372.63,0.01,11.41,0.29,0.84,0.59,9.67,3.46,39.1,15.79,78.44,18.05,165.97,36.34
0,Continental arc,4.22,831.63,11905.35,55.43,261.14,0.01,11.71,0.4,1.55,0.7,16.97,6.11,70.14,29.17,133.15,30.2,265.75,52.06
0,Continental arc,4.22,1554.6,14189.82,109.7,706.33,0.01,27.39,0.53,2.13,0.75,26.03,10.83,132.89,59.13,295.51,69.43,610.74,115.67
0,Continental arc,4.25,352.11,9997.06,18.83,86.21,0.01,4.37,0.16,0.55,0.32,6.56,2.57,29.63,12.32,60.85,13.52,130.08,28.11
0,Continental arc,4.34,500.24,10022.04,17.63,101.44,0.01,6.01,0.18,1.06,0.64,8.35,3.35,39.22,18.25,83.28,19.72,181.3,38.79
0,Continental arc,4.41,845.34,11703.38,50.23,300.32,0.01,13.25,0.41,1.2,0.81,13.66,5.65,67.15,30.61,149.9,35.11,332.45,67.86
0,Continental arc,4.67,547.77,11606.51,26.6,115.05,0.01,6.28,0.41,1.08,0.4,12.32,4.39,41.94,20.91,95.06,20.02,178.48,33.36
